0	352.5	0.37195	0.36764	0.36483	0.3633	0.3637	0.36658
0	357.5	0.37338	0.3684	0.36546	0.3641	0.36475	0.36796
0	362.5	0.37567	0.3692	0.36596	0.3649	0.36615	0.3704
0	367.5	0.37372	0.36801	0.3655	0.36519	0.36717	0.37241
0	372.5	0.37417	0.36806	0.36587	0.36633	0.36936	0.37632
0	377.5	0.37327	0.3675	0.36584	0.36702	0.3709	0.37914
0	382.5	0.37085	0.36626	0.36549	0.36763	0.37254	0.38229
0	387.5	0.3709	0.36633	0.36604	0.36909	0.37522	0.38698
0	392.5	0.37155	0.367	0.36686	0.37023	0.37692	0.38977
0	397.5	0.38526	0.37907	0.37685	0.37782	0.38263	0.39409
0	402.5	0.38982	0.38191	0.37861	0.37838	0.38188	0.39156
0	407.5	0.39086	0.38221	0.37846	0.37769	0.38044	0.38892
0	412.5	0.39151	0.38232	0.37828	0.37716	0.3794	0.38699
0	417.5	0.39231	0.38328	0.37912	0.37767	0.37941	0.3862
0	422.5	0.39069	0.38242	0.37864	0.37742	0.37915	0.38564
0	427.5	0.39086	0.38285	0.37924	0.37812	0.37981	0.38605
0	432.5	0.39039	0.383	0.3798	0.37903	0.38092	0.3872
0	437.5	0.38512	0.37956	0.3777	0.37822	0.381	0.38787
0	442.5	0.38149	0.37742	0.37664	0.37817	0.38164	0.38895
0	447.5	0.37886	0.37593	0.3761	0.37861	0.38278	0.39056
0	452.5	0.37725	0.37507	0.37601	0.37941	0.38426	0.39248
0	457.5	0.38006	0.37749	0.3784	0.38192	0.38691	0.39518
0	462.5	0.38466	0.38093	0.38137	0.3848	0.38986	0.39815
0	467.5	0.38877	0.3839	0.38399	0.3875	0.39276	0.4012
0	472.5	0.3883	0.38344	0.38412	0.38862	0.39476	0.40387
0	477.5	0.38753	0.38265	0.38394	0.38959	0.39676	0.40667
0	482.5	0.387	0.38212	0.38402	0.39082	0.39905	0.40978
0	487.5	0.38922	0.38342	0.38525	0.39279	0.40193	0.41345
0	492.5	0.38575	0.38057	0.38344	0.39283	0.40374	0.41669
0	497.5	0.3831	0.37778	0.38114	0.39229	0.40524	0.41993
0	502.5	0.3828	0.37637	0.37935	0.39178	0.40678	0.42344
0	507.5	0.38146	0.37401	0.37638	0.39001	0.40743	0.42664
0	512.5	0.37681	0.3734	0.37336	0.38676	0.40658	0.4291
0	517.5	0.37799	0.37637	0.37476	0.38798	0.40936	0.43419
0	522.5	0.37378	0.37468	0.37349	0.38801	0.41168	0.43923
0	527.5	0.37318	0.37504	0.37361	0.38886	0.4145	0.44464
0	532.5	0.37079	0.37405	0.37262	0.38874	0.41652	0.44957
0	537.5	0.37066	0.37432	0.37232	0.38881	0.41849	0.45441
0	542.5	0.36994	0.37397	0.37147	0.38827	0.41979	0.45868
0	547.5	0.36725	0.37248	0.36924	0.38584	0.41902	0.46124
0	552.5	0.3656	0.37133	0.3671	0.38303	0.41754	0.46338
0	557.5	0.36585	0.37047	0.36673	0.38247	0.41723	0.46343
0	562.5	0.36493	0.3678	0.36541	0.38094	0.41694	0.46679
0	567.5	0.3645	0.36574	0.36448	0.37957	0.41621	0.46852
0	572.5	0.36205	0.36053	0.36262	0.37721	0.4152	0.47223
0	577.5	0.35883	0.35477	0.35962	0.37257	0.41011	0.4702
0	582.5	0.35486	0.34855	0.35602	0.36628	0.4009	0.45965
0	587.5	0.35566	0.34546	0.34692	0.3605	0.39083	0.44759
0	592.5	0.35543	0.34263	0.33951	0.35458	0.37994	0.4326
0	597.5	0.35267	0.3385	0.33235	0.34819	0.36838	0.41529
0	602.5	0.35102	0.33551	0.32671	0.33664	0.35796	0.39846
0	607.5	0.35005	0.33461	0.32589	0.33538	0.35496	0.39319
0	612.5	0.34986	0.33482	0.32693	0.33796	0.35349	0.38991
0	617.5	0.34876	0.33418	0.32702	0.33902	0.35212	0.38745
0	622.5	0.34751	0.33316	0.32639	0.33766	0.35009	0.38371
0	627.5	0.3473	0.33289	0.3264	0.33663	0.34821	0.37953
0	632.5	0.3475	0.33266	0.32599	0.33585	0.34682	0.37681
0	637.5	0.34728	0.33219	0.32555	0.33501	0.34547	0.37413
0	642.5	0.34802	0.33216	0.32487	0.33423	0.34395	0.37142
0	647.5	0.34905	0.33231	0.32434	0.33362	0.34268	0.36909
0	652.5	0.34986	0.3322	0.3234	0.33263	0.34069	0.36549
