0	352.5	0.27767	0.29888	0.31964	0.33763	0.34851	0.35742
0	357.5	0.27549	0.29839	0.31992	0.33818	0.34924	0.35846
0	362.5	0.27217	0.29793	0.32033	0.33876	0.35017	0.36029
0	367.5	0.27511	0.2999	0.32138	0.33934	0.35094	0.36183
0	372.5	0.27462	0.30047	0.32198	0.34006	0.35236	0.36481
0	377.5	0.27608	0.30171	0.32278	0.34074	0.35346	0.36697
0	382.5	0.2798	0.30375	0.32378	0.34146	0.35467	0.36942
0	387.5	0.27997	0.30432	0.32434	0.34234	0.35645	0.37301
0	392.5	0.28294	0.307	0.32633	0.3438	0.35796	0.37528
0	397.5	0.29499	0.31834	0.33591	0.35105	0.36331	0.37921
0	402.5	0.29493	0.32099	0.33875	0.35279	0.36357	0.37755
0	407.5	0.29639	0.32295	0.34026	0.35334	0.36308	0.37568
0	412.5	0.29806	0.32463	0.34145	0.35378	0.36274	0.37429
0	417.5	0.30184	0.32742	0.34343	0.35494	0.36317	0.37382
0	422.5	0.30498	0.3288	0.34406	0.3552	0.36319	0.37345
0	427.5	0.30767	0.33037	0.34516	0.35605	0.36387	0.37385
0	432.5	0.30975	0.33135	0.34588	0.35684	0.36477	0.37479
0	437.5	0.31016	0.33001	0.34444	0.35605	0.36468	0.37526
0	442.5	0.31303	0.33034	0.34415	0.35603	0.36513	0.3761
0	447.5	0.31664	0.33132	0.34433	0.35641	0.36599	0.37738
0	452.5	0.32061	0.33281	0.34495	0.35713	0.36713	0.37893
0	457.5	0.32391	0.33519	0.34696	0.35912	0.36924	0.38117
0	462.5	0.33039	0.33926	0.34984	0.36155	0.37165	0.38363
0	467.5	0.33554	0.34246	0.35218	0.3637	0.37394	0.38613
0	472.5	0.33812	0.34334	0.35255	0.36446	0.37537	0.38823
0	477.5	0.3414	0.34452	0.35296	0.36518	0.37683	0.39043
0	482.5	0.34411	0.34562	0.35347	0.36609	0.37849	0.39288
0	487.5	0.3496	0.34867	0.35524	0.36774	0.3807	0.3958
0	492.5	0.35046	0.34845	0.35458	0.36777	0.38194	0.3983
0	497.5	0.35287	0.34911	0.35415	0.36763	0.38303	0.40081
0	502.5	0.35721	0.35114	0.35444	0.36772	0.38424	0.40354
0	507.5	0.36051	0.35252	0.35404	0.36702	0.38482	0.40602
0	512.5	0.36101	0.35622	0.35446	0.36575	0.3845	0.40798
0	517.5	0.36354	0.36027	0.35665	0.36714	0.38671	0.41194
0	522.5	0.36044	0.35949	0.35601	0.36723	0.38836	0.41574
0	527.5	0.36059	0.3605	0.35658	0.36803	0.39045	0.41983
